image,description,comments,state,UUID
https://i.cotrip.org/dimages/camera?imageURL=liveview/US24GraniteEast.jpg&v=00608,Granite (LV),Traffic closest to Camera moving West,CO,CO1000933
https://i.cotrip.org/dimages/camera?imageURL=liveview/US24GraniteWest.jpg&v=00608,Granite (LV),Traffic closest to Camera moving West,CO,CO1000934
https://i.cotrip.org/dimages/camera?imageURL=liveview/US24GraniteRoadSurface.jpg&v=00608,Granite (LV),Traffic closest to Camera moving West,CO,CO1000935
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024N21300-US24-US285-N.jpg&v=00608,US-285 Johnson Village,Traffic on the right is travelling West on US-24,CO,CO1000936
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024N21300-US24-US285-E.jpg&v=00608,US-285 Johnson Village,Traffic moving away from Camera is going East,CO,CO1000937
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024N21300-US24-US285-S.jpg&v=00608,US-285 Johnson Village,Traffic on the right is travelling South on US-285,CO,CO1000938
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM024W254.40-E.jpg&v=00608,Wilkerson Pass,Traffic furthest from camera is travelling East,CO,CO1000939
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM024W254.40-Roadway.jpg&v=00608,Wilkerson Pass,Road Surface,CO,CO1000940
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM024W254.40-W.jpg&v=00608,Wilkerson Pass,Traffic closest to camera is travelling West,CO,CO1000941
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E289.70-Green-Mtn-Falls-Rd-E.jpg&v=00608,Green Mtn. Falls Rd,Traffic closest to camera is moving East,CO,CO1000942
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E289.70-Green-Mtn-Falls-Rd-W.jpg&v=00608,Green Mtn. Falls Rd,Traffic furthest from camera is moving West,CO,CO1000943
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024291.68-US24-Chipita-Park-Rd-E.jpg&v=00608,Chipita Park Rd,Traffic Closet to camera is moving East,CO,CO1000944
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024291.68-US24-Chipita-Park-Rd-W.jpg&v=00608,Chipita Park Rd,Traffic Furthest from camera is moving West,CO,CO1000945
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E292.4_Burn_Scar_Drainage-E.jpg&v=00608,Burn Scar Drainage,Traffic Closet to camera is moving East,CO,CO1000946
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E292.4_Burn_Scar_Drainage-W.jpg&v=00608,Burn Scar Drainage,Traffic Furthest from camera is moving West,CO,CO1000947
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E293.73_Fountain_Ave-E.jpg&v=00608,Fountain Ave,Traffic Closet to camera is moving East,CO,CO1000948
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E293.73_Fountain_Ave-W.jpg&v=00608,Fountain Ave,Traffic Furthest from camera is moving West,CO,CO1000949
https://i.cotrip.org/dimages/camera?imageURL=liveview/US24WaldoCanyonSouth.jpg&v=00608,0.2 mi W of Manitou Ave (LV),Traffic closest to camera is travelling East,CO,CO1000950
https://i.cotrip.org/dimages/camera?imageURL=liveview/US24WaldoCanyonNorth.jpg&v=00608,0.2 mi W of Manitou Ave (LV),Traffic furthest from camera is travelling West,CO,CO1000951
https://i.cotrip.org/dimages/camera?imageURL=liveview/US24WaldoCanyonRoadSurface.jpg&v=00608,0.2 mi W of Manitou Ave (LV),Road Surface,CO,CO1000952
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E297.56_Cave_of_the_Winds-E.jpg&v=00608,Cave of the Winds Rd,Traffic Closet to camera is moving East,CO,CO1000953
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E297.56_Cave_of_the_Winds-W.jpg&v=00608,Cave of the Winds Rd,Traffic Furthest from camera is moving West,CO,CO1000954
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024W297.89-Canon-Ave-E.jpg&v=00608,Canon Ave (Manitou Springs),Traffic Furthest from camera is moving East,CO,CO1000955
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024W297.89-Canon-Ave-W.jpg&v=00608,Canon Ave (Manitou Springs),Traffic Closet to camera is moving West,CO,CO1000956
https://websvc.coloradosprings.gov/live/TOC/00137_Hwy%2024%20(W03100)%20_%2031st.jpg,31st St,Traffic in lanes closest to camera moving West,CO,CO1000957
https://websvc.coloradosprings.gov/live/TOC/00135_Hwy%2024%20(W02100)%20_%2021st.jpg,21st St,Traffic in lanes closest to camera moving West,CO,CO1000958
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024N313.18-N.jpg&v=00608,Marksheffel Rd,Traffic in lanes farthest from camera moving South,CO,CO1000959
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024N313.18-E.jpg&v=00608,Marksheffel Rd,Traffic in lanes closest to camera moving North,CO,CO1000960
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024N313.18-S.jpg&v=00608,Marksheffel Rd,Traffic in lanes closest to camera moving North,CO,CO1000961
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E320.87-N.jpg&v=00608,Woodmen Rd,Traffic in lanes farthest from camera moving South,CO,CO1000962
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E320.87-E.jpg&v=00608,Woodmen Rd,Traffic in lanes closest to camera moving East,CO,CO1000963
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV024E320.87-W.jpg&v=00608,Woodmen Rd,Traffic in lanes furthest from camera moving West,CO,CO1000964
https://i.cotrip.org/dimages/camera?imageURL=liveview/US24MathesonHillEast.jpg&v=00608,CO-169 (LV),Traffic closest to camera is moving West,CO,CO1000965
https://i.cotrip.org/dimages/camera?imageURL=liveview/US24MathesonHillWest.jpg&v=00608,CO-169 (LV),Traffic closest to camera is moving West,CO,CO1000966
https://i.cotrip.org/dimages/camera?imageURL=liveview/US24MathesonHillRoadSurface.jpg&v=00608,CO-169 (LV),Road Surface,CO,CO1000967
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034E014.75-US34-Grand-Lake-N.jpg&v=00608,Grand Lake,Traffic in lanes closest to camera moving West,CO,CO1000968
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034E014.75-US34-Grand-Lake-S.jpg&v=00608,Grand Lake,Traffic in lanes closest to camera moving South,CO,CO1000969
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034E014.75-US34-Grand-Lake-Road.jpg&v=00608,Grand Lake,Road Surface,CO,CO1000970
https://i.cotrip.org/dimages/ws/camera?imageURL=124&v=00608,CEDARMONT (RWIS),East,CO,CO1000971
https://i.cotrip.org/dimages/ws/camera?imageURL=297&v=00608,CEDARMONT (RWIS),West,CO,CO1000972
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W096-45-N.jpg&v=00608,0.2 mi E of I-25,Traffic closest to camera is travelling North,CO,CO1000973
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W096-45-E.jpg&v=00608,0.2 mi E of I-25,Traffic furthest from camera is travelling East,CO,CO1000974
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W096-45-S.jpg&v=00608,0.2 mi E of I-25,Traffic furthest from camera is travelling South,CO,CO1000975
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W096-45-W.jpg&v=00608,0.2 mi E of I-25,Traffic closest to camera is travelling West,CO,CO1000976
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034E097-65-E.jpg&v=00608,0.2 mi W of CR-3-RR Xing,Traffic closest to camera is travelling East,CO,CO1000977
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034E097-65-W.jpg&v=00608,0.2 mi W of CR-3-RR Xing,Traffic furthest form camera is travelling West,CO,CO1000978
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W098-85-E.jpg&v=00608,LCR-1/WCR-13,Traffic furthest from camera is travelling East,CO,CO1000979
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W098-85-S.jpg&v=00608,LCR-1/WCR-13,Traffic closest to camera is travelling South,CO,CO1000980
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W098-85-W.jpg&v=00608,LCR-1/WCR-13,Traffic closest to camera is travelling West,CO,CO1000981
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W100-80-N.jpg&v=00608,CR-17,Traffic closest to camera is travelling North,CO,CO1000982
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W100-80-E.jpg&v=00608,CR-17,Traffic furthest from camera is travelling East,CO,CO1000983
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W100-80-S.jpg&v=00608,CR-17,Traffic furthest from camera is travelling South,CO,CO1000984
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W100-80-W.jpg&v=00608,CR-17,Traffic closest to camera is travelling West,CO,CO1000985
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W102-80-N.jpg&v=00608,CO-257,Traffic closest to camera is travelling North,CO,CO1000986
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W102-80-E.jpg&v=00608,CO-257,Traffic furthest from camera is travelling East,CO,CO1000987
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W102-80-S.jpg&v=00608,CO-257,Traffic furthest from camera is travelling South,CO,CO1000988
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM034W102-80-W.jpg&v=00608,CO-257,Traffic closest to camera is travelling West,CO,CO1000989
https://i.cotrip.org/dimages/camera?imageURL=liveview/US34DearfieldEast.jpg&v=00608,Dearfield (LV),Traffic closest to camera is moving East,CO,CO1000990
https://i.cotrip.org/dimages/camera?imageURL=liveview/US34DearfieldWest.jpg&v=00608,Dearfield (LV),Traffic closest to camera is moving East,CO,CO1000991
https://i.cotrip.org/dimages/camera?imageURL=liveview/US34DearfieldRoadSurface.jpg&v=00608,Dearfield (LV),Road Surface,CO,CO1000992
https://i.cotrip.org/dimages/camera?imageURL=liveview/US36Mile26South.jpg&v=00608,US-36  0.7 mi W of Altona (LV),Traffic closest to camera traveling West,CO,CO1000993
https://i.cotrip.org/dimages/camera?imageURL=liveview/US36Mile26North.jpg&v=00608,US-36  0.7 mi W of Altona (LV),Traffic closest to camera traveling West,CO,CO1000994
https://i.cotrip.org/dimages/camera?imageURL=liveview/US36Mile26RoadSurface.jpg&v=00608,US-36  0.7 mi W of Altona (LV),Road Surface,CO,CO1000995
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E037-15-E.jpg&v=00608,0.1 mi E of Colorado Ave-PML,Traffic Closest to camera is travelling East,CO,CO1000996
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E037-15-W.jpg&v=00608,0.1 mi E of Colorado Ave-PML,Traffic furthest from camera is travelling West,CO,CO1000997
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E037-45-E.jpg&v=00608,Baseline Rd-PML,Traffic closest to camera is travelling East,CO,CO1000998
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E037-45-W.jpg&v=00608,Baseline Rd-PML,Traffic closest to camera is travelling West,CO,CO1000999
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAMUS36_37.45@Baseline_Rd-E.jpg&v=00608,Baseline Rd -RWIS,East,CO,CO1001000
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAMUS36_37.45@Baseline_Rd-W.jpg&v=00608,Baseline Rd -RWIS,West,CO,CO1001001
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E038-15-E.jpg&v=00608,0.6 mi E of Baseline Rd-PML,Traffic closest to camera is travelling East,CO,CO1001002
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E038-15-W.jpg&v=00608,0.6 mi E of Baseline Rd-PML,Traffic furthest from camera is travelling West,CO,CO1001003
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E039-25-E.jpg&v=00608,from CO-157/Foothills Pkwy,Traffic in lanes closest to camera moving East,CO,CO1001004
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E039-25-W.jpg&v=00608,from CO-157/Foothills Pkwy,Traffic in lanes farthest from camera moving West,CO,CO1001005
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E040-45-E.jpg&v=00608,S Cherryvale Rd Overpass-PML,Traffic closest to camera is travelling East,CO,CO1001006
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E040-45-W.jpg&v=00608,S Cherryvale Rd Overpass-PML,Traffic furthest from camera is travelling West,CO,CO1001007
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E041-85-E.jpg&v=00608,Overlook,Traffic in lanes closest to camera moving East,CO,CO1001008
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E041-85-W.jpg&v=00608,Overlook,Traffic in lanes farthest from camera moving West,CO,CO1001009
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W043-05-E.jpg&v=00608,McCaslin Blvd,Traffic in lanes farthest from camera moving East,CO,CO1001010
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W043-05-W.jpg&v=00608,McCaslin Blvd,Traffic in lanes closest to camera moving West,CO,CO1001011
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E044-35-E.jpg&v=00608,88th St,Traffic closest to camera is moving East,CO,CO1001012
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E044-35-W.jpg&v=00608,88th St,Traffic closest to camera is moving West,CO,CO1001013
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E044-90-E.jpg&v=00608,0.4 mi E of 88th St,Traffic closest to camera is moving East,CO,CO1001014
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E044-90-W.jpg&v=00608,0.4 mi E of 88th St,Traffic closest to camera is moving East,CO,CO1001015
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W046-10-E.jpg&v=00608,E Flatiron Crossing Dr,Traffic closest to camera is moving West,CO,CO1001016
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W046-10-W.jpg&v=00608,E Flatiron Crossing Dr,Traffic closest to camera is moving West,CO,CO1001017
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E047-15-E.jpg&v=00608,0.9 mi W of Wadsworth Pkwy,Traffic closest to camera is moving East,CO,CO1001018
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E047-15-W.jpg&v=00608,0.9 mi W of Wadsworth Pkwy,Traffic closest to camera is moving West,CO,CO1001019
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E047-95-E.jpg&v=00608,SH-121 Wadsworth EB,Traffic closest to camera is moving East,CO,CO1001020
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E047-95-W.jpg&v=00608,SH-121 Wadsworth EB,Traffic closest to camera is moving East,CO,CO1001021
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W048-15-E.jpg&v=00608,SH-121 Wadsworth WB,Traffic closest to camera is moving West,CO,CO1001022
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W048-15-W.jpg&v=00608,SH-121 Wadsworth WB,Traffic closest to camera is moving West,CO,CO1001023
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E049-10-E.jpg&v=00608,112th Ave Overpass,Traffic closest to camera is moving East,CO,CO1001024
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E049-10-W.jpg&v=00608,112th Ave Overpass,Traffic closest to camera is moving West,CO,CO1001025
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E050-05-E.jpg&v=00608,0.3 mi W of 104th Ave,Traffic closest to camera is moving East,CO,CO1001026
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E050-05-W.jpg&v=00608,0.3 mi W of 104th Ave,Traffic closest to camera is moving East,CO,CO1001027
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E050-55-E.jpg&v=00608,0.2 mi E of 104th Ave,US 36 EB traffic right of off-ramp,CO,CO1001028
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E050-55-W.jpg&v=00608,0.2 mi E of 104th Ave,US 36 WB traffic left of on-ramp,CO,CO1001029
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W052-00-E.jpg&v=00608,0.4 mi W of 92nd Ave,Traffic closest to camera is moving West,CO,CO1001030
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W052-00-W.jpg&v=00608,0.4 mi W of 92nd Ave,Traffic closest to camera is moving West,CO,CO1001031
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E052-60-E.jpg&v=00608,Sheridan Blvd,Traffic in lanes closest to camera moving East,CO,CO1001032
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E052-60-W.jpg&v=00608,Sheridan Blvd,Traffic in lanes farthest from camera moving West,CO,CO1001033
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W053-10-E.jpg&v=00608,0.4 mi E of Sheridan Blvd,Traffic closest to camera is moving West,CO,CO1001034
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W053-10-W.jpg&v=00608,0.4 mi E of Sheridan Blvd,Traffic closest to camera is moving West,CO,CO1001035
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W054-45-E.jpg&v=00608,0.4 mi W of Federal Blvd,Traffic closest to camera is moving West,CO,CO1001036
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W054-45-W.jpg&v=00608,0.4 mi W of Federal Blvd,Traffic closest to camera is moving West,CO,CO1001037
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W054-65-E.jpg&v=00608,US-36  0.2mi W of Federal Blvd,Traffic in lanes on right moving East,CO,CO1001038
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W054-65-W.jpg&v=00608,US-36  0.2mi W of Federal Blvd,Traffic in lanes on right moving West,CO,CO1001039
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W055-10-E.jpg&v=00608,0.2mi E of Federal Blvd,Traffic in lanes on right moving East,CO,CO1001040
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036W055-10-W.jpg&v=00608,0.2mi E of Federal Blvd,Traffic in lanes on right moving West,CO,CO1001041
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E055-85-E.jpg&v=00608,Pecos St-PML,Traffic in lanes on right moving East,CO,CO1001042
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E055-85-W.jpg&v=00608,Pecos St-PML,Traffic in lanes on right moving West,CO,CO1001043
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E056-60-E.jpg&v=00608,0.4 mi W of Broadway-PML,Traffic in lanes on right moving East,CO,CO1001044
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E056-60-W.jpg&v=00608,0.4 mi W of Broadway-PML,Traffic in lanes on right moving West,CO,CO1001045
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E056-80-E.jpg&v=00608,0.2 mi W of Broadway-PML,Traffic in lanes closest to camera moving East,CO,CO1001046
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E056-80-W.jpg&v=00608,0.2 mi W of Broadway-PML,Traffic in lanes farthest from camera moving West,CO,CO1001047
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E055-20-E.jpg&v=00608,I-25,Traffic closest to camera traveling East,CO,CO1001048
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM036E055-20-W.jpg&v=00608,I-25,Traffic closest to camera traveling East,CO,CO1001049
https://i.cotrip.org/dimages/camera?imageURL=liveview/US36LastChanceNorth.jpg&v=00608,Last Chance (LV),Traffic closest to camera is moving North,CO,CO1001050
https://i.cotrip.org/dimages/camera?imageURL=liveview/US36LastChanceEast.jpg&v=00608,Last Chance (LV),Traffic closest to camera is moving East,CO,CO1001051
https://i.cotrip.org/dimages/camera?imageURL=liveview/US36LastChanceSouth.jpg&v=00608,Last Chance (LV),Traffic furthest from camera is moving South,CO,CO1001052
https://i.cotrip.org/dimages/camera?imageURL=liveview/US36LastChanceWest.jpg&v=00608,Last Chance (LV),Traffic furthest from camera is moving West,CO,CO1001053
https://i.cotrip.org/dimages/camera?imageURL=liveview/US36LastChanceRoadSurface.jpg&v=00608,Last Chance (LV),Road Surface,CO,CO1001054
https://i.cotrip.org/dimages/ws/camera?imageURL=324&v=00608,ELK SPRINGS RANCH (RWIS),40 East,CO,CO1001055
https://i.cotrip.org/dimages/ws/camera?imageURL=325&v=00608,ELK SPRINGS RANCH (RWIS),40 West,CO,CO1001056
https://i.cotrip.org/dimages/ws/camera?imageURL=326&v=00608,ELK SPRINGS RANCH (RWIS),40 Roadway,CO,CO1001057
https://i.cotrip.org/dimages/ws/camera?imageURL=318&v=00608,MILNER (RWIS),40 East,CO,CO1001058
https://i.cotrip.org/dimages/ws/camera?imageURL=319&v=00608,MILNER (RWIS),40 West,CO,CO1001059
https://i.cotrip.org/dimages/ws/camera?imageURL=320&v=00608,MILNER (RWIS),40 Roadway,CO,CO1001060
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM040W134-4-N.jpg&v=00608,US-40 Steamboat,Mt. Werner Drive,CO,CO1001061
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM040W134-4-E.jpg&v=00608,US-40 Steamboat,East Bound Traffic,CO,CO1001062
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM040W134-4-W.jpg&v=00608,US-40 Steamboat,West Bound Traffic,CO,CO1001063
https://i.cotrip.org/dimages/camera?imageURL=remote/CTMCCAM040W134-4-RW.jpg&v=00608,US-40 Steamboat,Road surface,CO,CO1001064
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40TimbersEast.jpg&v=00608,US-40  0.1 mi W of Star Ridge Rd (LV),Traffic closest to camera moving East,CO,CO1001065
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40TimbersWest.jpg&v=00608,US-40  0.1 mi W of Star Ridge Rd (LV),Traffic closest to camera moving East,CO,CO1001066
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40TimbersRoadSurface.jpg&v=00608,US-40  0.1 mi W of Star Ridge Rd (LV),Traffic closest to camera moving East,CO,CO1001067
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40WestSummitRabbitEarPassEast.jpg&v=00608,US-40  5.5 mi W of Rabbit Ears Pass (LV),Traffic closest to camera moving East,CO,CO1001068
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40WestSummitRabbitEarPassWest.jpg&v=00608,US-40  5.5 mi W of Rabbit Ears Pass (LV),Traffic closest to camera moving East,CO,CO1001069
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40WestSummitRabbitEarPassRoadSurface.jpg&v=00608,US-40  5.5 mi W of Rabbit Ears Pass (LV),Road Surface,CO,CO1001070
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40MuddyPassSH14East.jpg&v=00608,CO-14 (LV),Traffic closest to camera moving East,CO,CO1001071
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40MuddyPassEast.jpg&v=00608,CO-14 (LV),Traffic closest to camera moving East,CO,CO1001072
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40MuddyPassWest.jpg&v=00608,CO-14 (LV),Traffic closest to camera moving East,CO,CO1001073
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40MuddyPassRoadSurface.jpg&v=00608,CO-14 (LV),Traffic closest to camera moving East,CO,CO1001074
https://i.cotrip.org/dimages/ws/camera?imageURL=321&v=00608,RED DIRT HILL (RWIS),40 East,CO,CO1001075
https://i.cotrip.org/dimages/ws/camera?imageURL=322&v=00608,RED DIRT HILL (RWIS),40 West,CO,CO1001076
https://i.cotrip.org/dimages/ws/camera?imageURL=323&v=00608,RED DIRT HILL (RWIS),40 Roadway,CO,CO1001077
https://i.cotrip.org/dimages/ws/camera?imageURL=327&v=00608,FRASER FLATS (RWIS),40 East,CO,CO1001078
https://i.cotrip.org/dimages/ws/camera?imageURL=328&v=00608,FRASER FLATS (RWIS),40 West,CO,CO1001079
https://i.cotrip.org/dimages/ws/camera?imageURL=329&v=00608,FRASER FLATS (RWIS),40 Roadway,CO,CO1001080
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV040E235-MARY-JANE-E.jpg&v=00608,2.6mi E of Winter Park,Traffic closest to Camera moving East,CO,CO1001081
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV040E235-MARY-JANE-W.jpg&v=00608,2.6mi E of Winter Park,Traffic closest to Camera moving East,CO,CO1001082
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40BerthoudPassNorth.jpg&v=00608,Berthoud Pass (LV),Looking North,CO,CO1001083
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40BerthoudPassParkingLot.jpg&v=00608,Berthoud Pass (LV),Parking Lot,CO,CO1001084
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40BerthoudPassSouth.jpg&v=00608,Berthoud Pass (LV),Looking South,CO,CO1001085
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40BerthoudPassRoadSurface.jpg&v=00608,Berthoud Pass (LV),Road Surface,CO,CO1001086
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40Mile244East.jpg&v=00608,4.1 mi W of Berthoud falls (LV),Traffic furthest from camera is travelling East,CO,CO1001087
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40Mile244West.jpg&v=00608,4.1 mi W of Berthoud falls (LV),Traffic closest to camera is travelling West,CO,CO1001088
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40Mile244RoadSurface.jpg&v=00608,4.1 mi W of Berthoud falls (LV),Road Surface,CO,CO1001089
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40Mile246East.jpg&v=00608,2.4 mi W of Berthoud Falls (LV),Traffic furthest from camera is travelling East,CO,CO1001090
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40Mile246West.jpg&v=00608,2.4 mi W of Berthoud Falls (LV),Traffic closest to camera is travelling West,CO,CO1001091
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40Mile246RoadSurface.jpg&v=00608,2.4 mi W of Berthoud Falls (LV),Road Surface,CO,CO1001092
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV040W249-BERTHOUD-FALLS-E.jpg&v=00608,Berthoud Falls,East,CO,CO1001093
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV040W249-BERTHOUD-FALLS-S.jpg&v=00608,Berthoud Falls,View snow gate looking down,CO,CO1001094
https://i.cotrip.org/dimages/camera?imageURL=remote/TOCCCTV040W249-BERTHOUD-FALLS-W.jpg&v=00608,Berthoud Falls,West,CO,CO1001095
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40Mile250East.jpg&v=00608,1.2 mi E of Berthoud Falls (LV),Traffic closest to camera is travelling East,CO,CO1001096
https://i.cotrip.org/dimages/camera?imageURL=liveview/US40Mile250West.jpg&v=00608,1.2 mi E of Berthoud Falls (LV),Traffic furthest from camera is travelling West,CO,CO1001097
